exam_question_id,year,official_question_no,question_type,subject,subject_name,question_pages,solution_pages,question_assets,solution_assets,question_ocr,solution_ocr,question_ocr_normalized_sha256,question_source_sha256,solution_source_sha256,question_source_path,solution_source_path,extraction_status,main_knowledge,hit_knowledge,knowledge_review_status,legacy_corpus_ids,formal_node_ids,canonical_status,duplicate_review_status
EXAM408-2011-Q05,2011,5,单项选择题,DS,数据结构,[2],"[1, 2]","[""corpus/408统考真题/assets-preprocessed/4975584e9db90eb2947d5c3bce3e968ee1ec27a244bf4c81ced8ef9190ec1470/2011/EXAM408-2011-Q05/question-01.png""]","[""corpus/408统考真题/assets/2011/EXAM408-2011-Q05/solution-01.png"", ""corpus/408统考真题/assets/2011/EXAM408-2011-Q05/solution-02.png""]","05.若一棵二叉树的前序遍历序列和后序遍历序列分别为1，2,3，4和 4,3,2，1，则该二叉树的中序遍
历序列不会是（）。
A. 1,2,3,4
B. 2,3,4,1
C. 3,2,4,1
D. 4,3,2, 1","5. 解析：
前序序列为 NLR，后序序列为 LRN，由于前序序列和后序序列刚好相反，故不可能存在一
个结点同时存在左右孩子，即二叉树的高度为 4。1 为根结点，由于根结点只能有左孩子（或有
孩子），因此，在中序序列中，1或在序列首或在序列尾，ABCD 皆满足要求。仅考虑以1的孩子
结点2为根结点的子树，它也只能有左孩子（或右孩子），因此，在中序序列中，2或在序列首或
序列尾，ABD 皆满足要求。
【另解】画出各选项与题干信息所对应的二叉树如下，故ABD均满足。
.Q
A
D
④
④
④",609b6b97ecd0ff966cca5ca071efa94522f3617e3955f42cb9ceebf0a717c2a2,db07c1ddf36ef84212e25304783d3a5e87cf75f1883203853d722e5b99ff39bf,70a4a7eb200f82f3c4838734113fd0b612b6cbfcb45b35b15d434c5687b93480,/Users/xiazhibin/Documents/408考研电子书资料/408考研资料/09-26计算机408真题及解析版本2/2009-2016/2011年408计算机专业基础真题.pdf,/Users/xiazhibin/Documents/408考研电子书资料/408考研资料/09-26计算机408真题及解析版本2/2009-2016/2011年408计算机专业基础真题解析.pdf,complete,DS05-13 由遍历序列构造二叉树,DS05-13 由遍历序列构造二叉树；DS05-09 二叉树先序遍历；DS05-10 二叉树中序遍历；DS05-11 二叉树后序遍历,reviewed,,DS_2011_002,linked_existing_wrong_question,exact_crosswalk
EXAM408-2011-Q06,2011,6,单项选择题,DS,数据结构,[2],[2],"[""corpus/408统考真题/assets-preprocessed/4975584e9db90eb2947d5c3bce3e968ee1ec27a244bf4c81ced8ef9190ec1470/2011/EXAM408-2011-Q06/question-01.png""]","[""corpus/408统考真题/assets/2011/EXAM408-2011-Q06/solution-01.png""]","06.已知一棵有2011 个结点的树，其叶结点个数为116，该树对应的二叉树中无右孩子的结点个数
是（）。
A. 115
B. 116
C.1895
D. 1896","6. 解析：
树转换为二叉树时，树中每一个分支结点的所有子结点中的最右子结点无右孩子，根结点转
换后也没有右孩子，因此，对应的二叉树中无右孩子的结点个数=分支结点数+1=2011-116+1=
1896。通常本题应采用特殊法解，设题意中的树是如右图所示
的结构，则对应的二叉树中仅有前115个叶结点有右孩子，故
无右孩子的结点个数=2011-115=1896。",68f63ac8801b7601b91ddd78220378a91be7971e4e434eb166d76dece1db6bc8,db07c1ddf36ef84212e25304783d3a5e87cf75f1883203853d722e5b99ff39bf,70a4a7eb200f82f3c4838734113fd0b612b6cbfcb45b35b15d434c5687b93480,/Users/xiazhibin/Documents/408考研电子书资料/408考研资料/09-26计算机408真题及解析版本2/2009-2016/2011年408计算机专业基础真题.pdf,/Users/xiazhibin/Documents/408考研电子书资料/408考研资料/09-26计算机408真题及解析版本2/2009-2016/2011年408计算机专业基础真题解析.pdf,complete,DS05-16 树、森林与二叉树转换,DS05-16 树、森林与二叉树转换,reviewed,,DS_2011_003,linked_existing_wrong_question,exact_crosswalk
EXAM408-2011-Q07,2011,7,单项选择题,DS,数据结构,[2],[2],"[""corpus/408统考真题/assets-preprocessed/4975584e9db90eb2947d5c3bce3e968ee1ec27a244bf4c81ced8ef9190ec1470/2011/EXAM408-2011-Q07/question-01.png""]","[""corpus/408统考真题/assets/2011/EXAM408-2011-Q07/solution-01.png""]","07. 对于下列关键字序列，不可能构成某二叉排序树中一条查找路径的序列是（）。
A. 95,22,91,24,94,71
B. 92,20,91,34,88,35
C. 21,89,77,29,36,38
D. 12,25,71, 68, 33, 34","7. 解析：
共1895个中间结点
在二叉排序树中，左子树结点值小于根结点，右子树结点
值大于根结点。在选项A中，当查找到91后再向24查找，说
明这一条路径（左子树）之后查找的数都要比91小，而后面却
共116个叶结点
查找到了94（解题过程中，建议配合画图），因此错误。
【画图法】各选项对应的查找过如下图，BCD对应的查找树都是二叉排序树，A对应的查找
树不是二叉排序树，因为在91为根的左子树中出现了比91大点的结点94。
29
oO
（a）选项A的查找过程
（b）选项B的查找过程
（c）选项C的查找过程
（d）选项D的查找过程",304a3a480f8ef01e6f6fa6e1f78ef86c08571f7b216b7bc33c04293385b3cc00,db07c1ddf36ef84212e25304783d3a5e87cf75f1883203853d722e5b99ff39bf,70a4a7eb200f82f3c4838734113fd0b612b6cbfcb45b35b15d434c5687b93480,/Users/xiazhibin/Documents/408考研电子书资料/408考研资料/09-26计算机408真题及解析版本2/2009-2016/2011年408计算机专业基础真题.pdf,/Users/xiazhibin/Documents/408考研电子书资料/408考研资料/09-26计算机408真题及解析版本2/2009-2016/2011年408计算机专业基础真题解析.pdf,complete,DS07-07 二叉搜索树查找,DS07-07 二叉搜索树查找；DS07-06 二叉搜索树,reviewed,,,canonical_new,no_exact_existing_match
EXAM408-2011-Q08,2011,8,单项选择题,DS,数据结构,[2],[2],"[""corpus/408统考真题/assets-preprocessed/4975584e9db90eb2947d5c3bce3e968ee1ec27a244bf4c81ced8ef9190ec1470/2011/EXAM408-2011-Q08/question-01.png""]","[""corpus/408统考真题/assets/2011/EXAM408-2011-Q08/solution-01.png""]","08. 下列关于图的叙述中，正确的是（）。
I. 回路是简单路径
II.存储稀疏图，用邻接矩阵比邻接表更省空间
"".若有向图中存在拓扑序列，则该图不存在回路
A. 仅II
B.仅I、I
C. 仅皿
D. 仅I、皿","8. 解析：
第一个顶点和最后一个顶点相同的路径称为回路：序列中顶点不重复出现的路径称为简单路
径：回路显然不是简单路径，故I错误；稀疏图是边比较少的情况，此时用邻接矩阵的空间复杂
度为 0（n？），必将浪费大量的空间，而邻接表的空间复杂度为 O（nte），应该选用邻接表，故II错
误。存在回路的有向图不存在拓扑序列，若拓扑排序输出结束后所余下的顶点都有前驱，则说明
只得到了部分顶点的拓扑有序序列，图中存在回路，故 II 正确。",9d8597f6071e2e5791aa8b9c45c697aa73fadc98b6c5ded3dd8e112f74623e29,db07c1ddf36ef84212e25304783d3a5e87cf75f1883203853d722e5b99ff39bf,70a4a7eb200f82f3c4838734113fd0b612b6cbfcb45b35b15d434c5687b93480,/Users/xiazhibin/Documents/408考研电子书资料/408考研资料/09-26计算机408真题及解析版本2/2009-2016/2011年408计算机专业基础真题.pdf,/Users/xiazhibin/Documents/408考研电子书资料/408考研资料/09-26计算机408真题及解析版本2/2009-2016/2011年408计算机专业基础真题解析.pdf,complete,DS06-20 拓扑排序,DS06-20 拓扑排序；DS06-07 图的邻接表；DS06-06 图的邻接矩阵,reviewed,,,canonical_new,no_exact_existing_match
EXAM408-2011-Q09,2011,9,单项选择题,DS,数据结构,[2],"[2, 3]","[""corpus/408统考真题/assets-preprocessed/4975584e9db90eb2947d5c3bce3e968ee1ec27a244bf4c81ced8ef9190ec1470/2011/EXAM408-2011-Q09/question-01.png""]","[""corpus/408统考真题/assets/2011/EXAM408-2011-Q09/solution-01.png"", ""corpus/408统考真题/assets/2011/EXAM408-2011-Q09/solution-02.png""]","09. 为提高散列（Hash）表的查找效率，可以采取的正确措施是（）。
I. 增大装填（载）因子
I.设计冲突（碰撞）少的散列函数
I.处理冲突（碰撞）时避免产生聚集（堆积）现象
A. 仅I
B.仅1
C.仅I、I
D.仪I、皿","9. 解析：
Hash表的查找效率取决于散列函数、处理冲突的方法和装填因子。显然，冲突的产生概率与
装填因子（表中记录数与表长之比）的大小成正比，即装填得越满越容易发生冲突，I错误。11
显然正确。采用合适的处理冲突的方式避免产生聚集现象，也将提高查找效率，例如用拉链法解
决冲突时就不存在聚集现象，用线性探测法解决冲突时易引起聚集现象，III 正确。",4985b0567b33288d13462e7836d33d3e47c39b490929e227fd0708ff212fd6a6,db07c1ddf36ef84212e25304783d3a5e87cf75f1883203853d722e5b99ff39bf,70a4a7eb200f82f3c4838734113fd0b612b6cbfcb45b35b15d434c5687b93480,/Users/xiazhibin/Documents/408考研电子书资料/408考研资料/09-26计算机408真题及解析版本2/2009-2016/2011年408计算机专业基础真题.pdf,/Users/xiazhibin/Documents/408考研电子书资料/408考研资料/09-26计算机408真题及解析版本2/2009-2016/2011年408计算机专业基础真题解析.pdf,complete,DS07-22 散列表查找性能分析,DS07-22 散列表查找性能分析；DS07-18 散列函数；DS07-19 冲突处理方法；DS07-20 开放定址法,reviewed,,,canonical_new,no_exact_existing_match
EXAM408-2011-Q10,2011,10,单项选择题,DS,数据结构,[2],[3],"[""corpus/408统考真题/assets-preprocessed/4975584e9db90eb2947d5c3bce3e968ee1ec27a244bf4c81ced8ef9190ec1470/2011/EXAM408-2011-Q10/question-01.png""]","[""corpus/408统考真题/assets/2011/EXAM408-2011-Q10/solution-01.png""]","10. 实现快速排序算法，待排序序列宜采用的存储方式是（）。
A. 顺序存储
B. 散列存储
C. 链式存储
D. 索引存储","10.解析：
对绝大部分内部排序而言，只适用于顺序存储结构。快速排序在排序的过程中，既要从后向
前查找，也要从前向后查找，因此宜采用顺序存储。",74080ee2f4535d9892ac0c237bc3afa8f68c69df411515940ceb134709e2eb38,db07c1ddf36ef84212e25304783d3a5e87cf75f1883203853d722e5b99ff39bf,70a4a7eb200f82f3c4838734113fd0b612b6cbfcb45b35b15d434c5687b93480,/Users/xiazhibin/Documents/408考研电子书资料/408考研资料/09-26计算机408真题及解析版本2/2009-2016/2011年408计算机专业基础真题.pdf,/Users/xiazhibin/Documents/408考研电子书资料/408考研资料/09-26计算机408真题及解析版本2/2009-2016/2011年408计算机专业基础真题解析.pdf,complete,DS08-08 快速排序,DS08-08 快速排序；DS03-13 数组顺序存储,reviewed,,,canonical_new,no_exact_existing_match
EXAM408-2011-Q11,2011,11,单项选择题,DS,数据结构,[2],[3],"[""corpus/408统考真题/assets-preprocessed/4975584e9db90eb2947d5c3bce3e968ee1ec27a244bf4c81ced8ef9190ec1470/2011/EXAM408-2011-Q11/question-01.png""]","[""corpus/408统考真题/assets/2011/EXAM408-2011-Q11/solution-01.png""]","11.已知序列 25，13，10,12,9是大根堆，在序列尾部插入新元素18，将其再调整为大根堆，调整过
程中元素之间进行的比较次数是（）。
A. 1
B.2
C.4
D.5","11.解析：
插入18后，首先将18与10比较，交换位置，再将18与25比较，不交换位置。共比较了2
次，调整的过程如下图所示。
②
插入结点18
②
筛选结点10
②
10
10
◎
12
◎
12
◎
18
②⑨
② ⑨",66088079e258a8407f9650233d4db0d38db3807e0a3f57090b6c0d05833c4497,db07c1ddf36ef84212e25304783d3a5e87cf75f1883203853d722e5b99ff39bf,70a4a7eb200f82f3c4838734113fd0b612b6cbfcb45b35b15d434c5687b93480,/Users/xiazhibin/Documents/408考研电子书资料/408考研资料/09-26计算机408真题及解析版本2/2009-2016/2011年408计算机专业基础真题.pdf,/Users/xiazhibin/Documents/408考研电子书资料/408考研资料/09-26计算机408真题及解析版本2/2009-2016/2011年408计算机专业基础真题解析.pdf,complete,DS05-22 堆的插入与删除,DS05-22 堆的插入与删除；DS05-21 堆,reviewed,,,canonical_new,no_exact_existing_match
EXAM408-2011-Q12,2011,12,单项选择题,CO,计算机组成原理,"[2, 3]",[3],"[""corpus/408统考真题/assets-preprocessed/4975584e9db90eb2947d5c3bce3e968ee1ec27a244bf4c81ced8ef9190ec1470/2011/EXAM408-2011-Q12/question-01.png""]","[""corpus/408统考真题/assets/2011/EXAM408-2011-Q12/solution-01.png""]","12. 下列选项中，描述浮点数操作速度指标的是（）。
第2页（共8页）
A.MIPS
B. CPI
C. IPC
D. MFLOPS","12．解析：
MIPS 是每秒执行多少百万条指令，适用于衡量标量机的性能。CPI 是平均每条指令的时钟
周期数。IPC是CPI 的倒数，即每个时钟周期执行的指令数。MFLOPS 是每秒执行多少百万条浮
点数运算，用来描述浮点数运算速度，适用于衡量向量机的性能。",8d60be1de678f9f8cb5ce7ec738d6452697add3f1a66086cf463aa147e22dc13,db07c1ddf36ef84212e25304783d3a5e87cf75f1883203853d722e5b99ff39bf,70a4a7eb200f82f3c4838734113fd0b612b6cbfcb45b35b15d434c5687b93480,/Users/xiazhibin/Documents/408考研电子书资料/408考研资料/09-26计算机408真题及解析版本2/2009-2016/2011年408计算机专业基础真题.pdf,/Users/xiazhibin/Documents/408考研电子书资料/408考研资料/09-26计算机408真题及解析版本2/2009-2016/2011年408计算机专业基础真题解析.pdf,complete,CO01-16 FLOPS 类指标,CO01-16 FLOPS 类指标,reviewed,,,canonical_new,no_exact_existing_match
EXAM408-2011-Q13,2011,13,单项选择题,CO,计算机组成原理,[3],[3],"[""corpus/408统考真题/assets-preprocessed/4975584e9db90eb2947d5c3bce3e968ee1ec27a244bf4c81ced8ef9190ec1470/2011/EXAM408-2011-Q13/question-01.png""]","[""corpus/408统考真题/assets/2011/EXAM408-2011-Q13/solution-01.png""]","13. Hoat 型数据通常用 IEEE 754单精度浮点数格式表示。若编译器将 Hoat 型变量x分配到一个32
位浮点寄存器FR1 中，且x=-8.25，则FR1的内容是（）。
A. C104 0000H
B. C242 0000H
C. C184 0000H
D. CIC2 0000H","13．解析：
本题题意即考查IEEE 754单精度浮点数的表示。先将x转换成二进制为-1000.01 =-1.000 01x2，
其次计算阶码 E，根据IEEE 754 单精度浮点数格式，有E-127=3，故E=130，转换成二进制
为1000 0010。最后，根据IEEE 754 标准，最高位的“1”是被隐藏的。
IEEE 754 单精度浮点数格式：数符（1位）＋阶码（8位）＋尾数（23位）。
故，FR1 内容为1;1000 0010;0000 10000 0000 0000 0000 000。
即，1100 0001 0000 0100 0000 0000 0000 0000=C104000H。
本题易误选 D，未考虑 IEEE 754 标准隐含最高位1 的情况，偏置值是128。",69157daba5ddfc836a17d30e1a45037859e724dce753919b15592812b95aa78a,db07c1ddf36ef84212e25304783d3a5e87cf75f1883203853d722e5b99ff39bf,70a4a7eb200f82f3c4838734113fd0b612b6cbfcb45b35b15d434c5687b93480,/Users/xiazhibin/Documents/408考研电子书资料/408考研资料/09-26计算机408真题及解析版本2/2009-2016/2011年408计算机专业基础真题.pdf,/Users/xiazhibin/Documents/408考研电子书资料/408考研资料/09-26计算机408真题及解析版本2/2009-2016/2011年408计算机专业基础真题解析.pdf,complete,CO02-20 IEEE 754,CO02-20 IEEE 754；CO02-19 浮点数表示,reviewed,,CO_2011_001,linked_existing_wrong_question,exact_crosswalk
EXAM408-2011-Q14,2011,14,单项选择题,CO,计算机组成原理,[3],[3],"[""corpus/408统考真题/assets-preprocessed/4975584e9db90eb2947d5c3bce3e968ee1ec27a244bf4c81ced8ef9190ec1470/2011/EXAM408-2011-Q14/question-01.png""]","[""corpus/408统考真题/assets/2011/EXAM408-2011-Q14/solution-01.png""]","14. 下列各类存储器中，不采用随机存取方式的是（）。
A. EPROM
B. CDROM
C.DRAM
D. SRAM","14．解析：
随机存取方式是指CPU 可以对存储器的任一存储单元中的内容随机存取，而且存取时间与
存储单元的物理位置无关。选项A、C、D均采用随机存取方式，CD-ROM 即光盘，采用串行存
取方式。
注意：CD-ROM 是只读型光盘存储器，而不属于只读存储器（ROM）。",f398fa598547bf1eca4f743d8ebaf960677672054ffe7f84575c9806a09adfe7,db07c1ddf36ef84212e25304783d3a5e87cf75f1883203853d722e5b99ff39bf,70a4a7eb200f82f3c4838734113fd0b612b6cbfcb45b35b15d434c5687b93480,/Users/xiazhibin/Documents/408考研电子书资料/408考研资料/09-26计算机408真题及解析版本2/2009-2016/2011年408计算机专业基础真题.pdf,/Users/xiazhibin/Documents/408考研电子书资料/408考研资料/09-26计算机408真题及解析版本2/2009-2016/2011年408计算机专业基础真题解析.pdf,complete,CO03-01 存储器分类,CO03-01 存储器分类；CO03-10 磁盘存储器,reviewed,CO03-Q014,,canonical_with_legacy_alias,exact_alias
EXAM408-2011-Q15,2011,15,单项选择题,CO,计算机组成原理,[3],[3],"[""corpus/408统考真题/assets-preprocessed/4975584e9db90eb2947d5c3bce3e968ee1ec27a244bf4c81ced8ef9190ec1470/2011/EXAM408-2011-Q15/question-01.png""]","[""corpus/408统考真题/assets/2011/EXAM408-2011-Q15/solution-01.png""]","15.某计算机存储器按字节编址，主存地址空间大小为 64MB，现用4M x 8位的RAM 芯片组成
32MB 的主存储器，则存储器地址寄存器 MAR 的位数至少是（）。
A. 22位
B.23位
C.25位
D.26位","15.解析：
主存按字节编址，地址空间大小为 64MB，MAR 的寻址范围为 64M =220，故为26位。实际
的主存容量32MB 不能代表 MAR的位数，考虑到存储器扩展的需要，MAR应保证访问到整个主
存地址空间，反过来，MAR的位数决定了主存地址空间的大小。",49e3806b7aeca235cceef0ad1bdd90af1a4ae09aca7b2c99ee9fa3a11de1be7f,db07c1ddf36ef84212e25304783d3a5e87cf75f1883203853d722e5b99ff39bf,70a4a7eb200f82f3c4838734113fd0b612b6cbfcb45b35b15d434c5687b93480,/Users/xiazhibin/Documents/408考研电子书资料/408考研资料/09-26计算机408真题及解析版本2/2009-2016/2011年408计算机专业基础真题.pdf,/Users/xiazhibin/Documents/408考研电子书资料/408考研资料/09-26计算机408真题及解析版本2/2009-2016/2011年408计算机专业基础真题解析.pdf,complete,CO03-08 主存与 CPU 连接,CO03-08 主存与 CPU 连接；CO03-06 主存储器,reviewed,CO03-Q068,CO_2011_002,linked_existing_wrong_question,exact_crosswalk
EXAM408-2011-Q16,2011,16,单项选择题,CO,计算机组成原理,[3],[3],"[""corpus/408统考真题/assets-preprocessed/4975584e9db90eb2947d5c3bce3e968ee1ec27a244bf4c81ced8ef9190ec1470/2011/EXAM408-2011-Q16/question-01.png""]","[""corpus/408统考真题/assets/2011/EXAM408-2011-Q16/solution-01.png""]","16.偏移寻址通过将某个寄存器内容与一个形式地址相加而生成有效地址。下列寻址方式中，不属
于偏移寻址方式的是（）。
A. 间接寻址
B. 基址寻址
C.相对寻址
D.变址寻址","16.解析：
间接寻址不需要寄存器，EA=（A）。基址寻址 EA=A＋基址寄存器BR 内容；相对寻址EA=
A+程序计数器PC 内容；变址寻址 EA=A＋变址寄存器IX 内容。后三者都是将某个寄存器内容
与一个形式地址相加而形成有效地址，故选A。",a297710ed47b8d6e06664fa446e9393b1cfb0776ad05a582e2c47ed6a85eea1c,db07c1ddf36ef84212e25304783d3a5e87cf75f1883203853d722e5b99ff39bf,70a4a7eb200f82f3c4838734113fd0b612b6cbfcb45b35b15d434c5687b93480,/Users/xiazhibin/Documents/408考研电子书资料/408考研资料/09-26计算机408真题及解析版本2/2009-2016/2011年408计算机专业基础真题.pdf,/Users/xiazhibin/Documents/408考研电子书资料/408考研资料/09-26计算机408真题及解析版本2/2009-2016/2011年408计算机专业基础真题解析.pdf,complete,CO04-08 寻址方式,CO04-08 寻址方式；CO04-14 基址寻址；CO04-15 变址寻址；CO04-16 相对寻址,reviewed,,,canonical_new,no_exact_existing_match
EXAM408-2011-Q17,2011,17,单项选择题,CO,计算机组成原理,[3],"[3, 4]","[""corpus/408统考真题/assets-preprocessed/4975584e9db90eb2947d5c3bce3e968ee1ec27a244bf4c81ced8ef9190ec1470/2011/EXAM408-2011-Q17/question-01.png""]","[""corpus/408统考真题/assets/2011/EXAM408-2011-Q17/solution-01.png"", ""corpus/408统考真题/assets/2011/EXAM408-2011-Q17/solution-02.png""]","17.某机器有一个标志寄存器，其中有进位/借位标志 CF、零标志ZF、符号标志 SF 和溢出标志 OF，
条件转移指令bgt（无符号整数比较大于时转秘）的转移条件是（）。
A. CF+OF=1
B. SF+ ZF =1
C. CF+ZF=1
D. CF+ SF=1","17.解析：
假设两个无符号整数A 和B, bgt 指令会将A 和B 进行比较，也就是将A和B 相減。如果A>B，
．
则A- B肯定无进位/借位，也不为0（为0时表示两数相同），故而CF 和ZF 均为0，选C。其
余选项中用到了符号标志 SF 和溢出标志 OF，显然应当排除。",ee3f0a80e2005c42921ecd86c90bc480e9df283375c8c74163672e62c760df2d,db07c1ddf36ef84212e25304783d3a5e87cf75f1883203853d722e5b99ff39bf,70a4a7eb200f82f3c4838734113fd0b612b6cbfcb45b35b15d434c5687b93480,/Users/xiazhibin/Documents/408考研电子书资料/408考研资料/09-26计算机408真题及解析版本2/2009-2016/2011年408计算机专业基础真题.pdf,/Users/xiazhibin/Documents/408考研电子书资料/408考研资料/09-26计算机408真题及解析版本2/2009-2016/2011年408计算机专业基础真题解析.pdf,complete,CO02-14 标志位,CO02-14 标志位；CO02-04 无符号整数,reviewed,,,canonical_new,no_exact_existing_match
EXAM408-2011-Q18,2011,18,单项选择题,CO,计算机组成原理,[3],[4],"[""corpus/408统考真题/assets-preprocessed/4975584e9db90eb2947d5c3bce3e968ee1ec27a244bf4c81ced8ef9190ec1470/2011/EXAM408-2011-Q18/question-01.png""]","[""corpus/408统考真题/assets/2011/EXAM408-2011-Q18/solution-01.png""]","18. 下列给出的指令系统特点中，有利于实现指令流水线的是（）。
I. 指令格式规整且长度一致
II. 指令和数据按边界对齐存放
I.只有 Load/Store 指令才能对操作数进行存储访问
A. 仅I、II
B. 仅I、皿
C.仅I、皿
D. I、1I、1II","18.解析：
指令定长、对齐和仅 Load/Store 指令访存，这3个都是 RISC 的特征，指令格式规整且长度
一致能大大简化指令译码的复杂度，有利于实现流水线。指令和数据按边界对齐存放能保证在一
个存取周期内取到需要的数据和指令，不用多余的延迟等待，也有利于实现流水线。只有
Load/Store 指令才能对操作数进行存储访问使取指令、取操作数操作简化且时间长度固定，能够
有效地简化流水线的复杂度。",5a7d27fac7e6a235d6c93030f46935aab170fd69fd5b26b91bbf370f6e47b9cc,db07c1ddf36ef84212e25304783d3a5e87cf75f1883203853d722e5b99ff39bf,70a4a7eb200f82f3c4838734113fd0b612b6cbfcb45b35b15d434c5687b93480,/Users/xiazhibin/Documents/408考研电子书资料/408考研资料/09-26计算机408真题及解析版本2/2009-2016/2011年408计算机专业基础真题.pdf,/Users/xiazhibin/Documents/408考研电子书资料/408考研资料/09-26计算机408真题及解析版本2/2009-2016/2011年408计算机专业基础真题解析.pdf,complete,CO04-21 RISC,CO04-21 RISC；CO04-06 定长指令字；CO04-17 数据对齐；CO05-22 指令流水线,reviewed,,,canonical_new,no_exact_existing_match
EXAM408-2011-Q19,2011,19,单项选择题,CO,计算机组成原理,[3],[4],"[""corpus/408统考真题/assets-preprocessed/4975584e9db90eb2947d5c3bce3e968ee1ec27a244bf4c81ced8ef9190ec1470/2011/EXAM408-2011-Q19/question-01.png""]","[""corpus/408统考真题/assets/2011/EXAM408-2011-Q19/solution-01.png""]","19.假定不采用Cache 和指令预取技术，且机器处于“开中断”状态。在下列有关指令执行的叙述
中，错误的是（）。
A. 每个指令周期中CPU 都至少访问内存一次
B. 每个指令周期一定大于或等于一个CPU时钟周期
C. 空操作指令的指令周期中任何寄存器的内容都不会被改变
D. 当前程序在每条指令执行结束时都可能被外部中断打断","19．解析：
由于不采用指令预取技术，每个指令周期都需要取指令，而不采用Cache 技术，则每次取指
令都至少要访问内存一次（当指令字长与存储字长相等且按边界对齐时），A正确。时钟周期是
CPU 的最小时间单位，每个指令周期一定大于或等于一个 CPU 时钟周期，B 正确。即使是空操
作指令，在取指操作后，PC也会自动加1，C错误。由于机器处于“开中断”状态，在每条指令
执行结束时都可能被外部中断而打断。",1798afc979ec238b3a77ce29905570bcfef701425e0d1a7f3cb8fa49cecaefa7,db07c1ddf36ef84212e25304783d3a5e87cf75f1883203853d722e5b99ff39bf,70a4a7eb200f82f3c4838734113fd0b612b6cbfcb45b35b15d434c5687b93480,/Users/xiazhibin/Documents/408考研电子书资料/408考研资料/09-26计算机408真题及解析版本2/2009-2016/2011年408计算机专业基础真题.pdf,/Users/xiazhibin/Documents/408考研电子书资料/408考研资料/09-26计算机408真题及解析版本2/2009-2016/2011年408计算机专业基础真题解析.pdf,complete,CO05-06 指令周期,CO05-06 指令周期；CO05-05 寄存器；CO05-19 中断,reviewed,,,canonical_new,no_exact_existing_match
EXAM408-2011-Q20,2011,20,单项选择题,CO,计算机组成原理,[3],[4],"[""corpus/408统考真题/assets-preprocessed/4975584e9db90eb2947d5c3bce3e968ee1ec27a244bf4c81ced8ef9190ec1470/2011/EXAM408-2011-Q20/question-01.png""]","[""corpus/408统考真题/assets/2011/EXAM408-2011-Q20/solution-01.png""]","20. 在系统总线的数据线上，不可能传输的是（）。
A. 指令
B. 操作数
C. 握手（应答）信号
D. 中断类型号","20.解析：
在取指令时，指令便是在数据线上传输的。操作数显然在数据线上传输。中断类型号用以指
出中断向量的地址，CPU 响应中断请求后，将中断应答信号•（INTR）发回到数据总线上，CPU
从数据总线上读取中断类型号后，查找中断向量表，找到相应的中断处理程序入口。而握手（应
答）信号属于通信联络控制信号，应在通信总线上传输。",ff6661ca1a9a197090569164b9a6e9a3d6b7ed5b35fbed7e3c16a83c117bb173,db07c1ddf36ef84212e25304783d3a5e87cf75f1883203853d722e5b99ff39bf,70a4a7eb200f82f3c4838734113fd0b612b6cbfcb45b35b15d434c5687b93480,/Users/xiazhibin/Documents/408考研电子书资料/408考研资料/09-26计算机408真题及解析版本2/2009-2016/2011年408计算机专业基础真题.pdf,/Users/xiazhibin/Documents/408考研电子书资料/408考研资料/09-26计算机408真题及解析版本2/2009-2016/2011年408计算机专业基础真题解析.pdf,complete,CO06-02 总线组成,CO06-02 总线组成；CO06-01 总线基本概念,reviewed,,,canonical_new,no_exact_existing_match
EXAM408-2011-Q21,2011,21,单项选择题,CO,计算机组成原理,[3],[4],"[""corpus/408统考真题/assets-preprocessed/4975584e9db90eb2947d5c3bce3e968ee1ec27a244bf4c81ced8ef9190ec1470/2011/EXAM408-2011-Q21/question-01.png""]","[""corpus/408统考真题/assets/2011/EXAM408-2011-Q21/solution-01.png""]","21. 某计算机有五级中断L4~Lo，中断屏藏字 M4MsM,M,Mo,Mi =1 （0≤i≤4）表示对L：级
中断进行屏蔽。若中断响应优先级从高到低的顺序是Lo LI L2 L3 L4，且要求中断
处理优先级从高到低的顺序为L4 Lo L2 LI L3，则L」的中断处理程序中设置的中断
屏蔽字是（）。
A.11110
B.01101
C.00011
D.01010","21．解析：
高优先级置0表示可被中断，比该中断优先级低（或相等）的置1表示不可被中断，L」只能
屏蔽Ls和其自身，故 M；和M」置1，中断屏蔽字 MAM;M.M,Mo= 01010。",bb0a401cd2dda9e562fac657e04eef8aad2b0dfdcdac059630b8954abde6f3d7,db07c1ddf36ef84212e25304783d3a5e87cf75f1883203853d722e5b99ff39bf,70a4a7eb200f82f3c4838734113fd0b612b6cbfcb45b35b15d434c5687b93480,/Users/xiazhibin/Documents/408考研电子书资料/408考研资料/09-26计算机408真题及解析版本2/2009-2016/2011年408计算机专业基础真题.pdf,/Users/xiazhibin/Documents/408考研电子书资料/408考研资料/09-26计算机408真题及解析版本2/2009-2016/2011年408计算机专业基础真题解析.pdf,complete,CO06-17 中断屏蔽,CO06-17 中断屏蔽；CO06-16 多重中断；CO06-13 中断判优,reviewed,,,canonical_new,no_exact_existing_match
