date,node_id,viewed_assets,status,issue,action,next
2026-07-01,CO_UNK_051,question/solution hash check; representative images viewed,fixed_by_hash_duplicate_check,解析图片与题图文件内容完全重复,重复解析图移入隔离目录；详情页移除重复解析图引用；保留解析文字,后续抽查解析文字是否对应当前题
2026-07-01,CO_UNK_054,question/solution hash check; representative images viewed,fixed_by_hash_duplicate_check,解析图片与题图文件内容完全重复,重复解析图移入隔离目录；详情页移除重复解析图引用；保留解析文字,后续抽查解析文字是否对应当前题
2026-07-01,CO_UNK_055,question/solution hash check; representative images viewed,fixed_by_hash_duplicate_check,解析图片与题图文件内容完全重复,重复解析图移入隔离目录；详情页移除重复解析图引用；保留解析文字,后续抽查解析文字是否对应当前题
2026-07-01,CO_UNK_057,question/solution hash check; representative images viewed,fixed_by_hash_duplicate_check,解析图片与题图文件内容完全重复,重复解析图移入隔离目录；详情页移除重复解析图引用；保留解析文字,后续抽查解析文字是否对应当前题
2026-07-01,CO_UNK_059,question/solution hash check; representative images viewed,fixed_by_hash_duplicate_check,解析图片与题图文件内容完全重复,重复解析图移入隔离目录；详情页移除重复解析图引用；保留解析文字,后续抽查解析文字是否对应当前题
2026-07-01,OS_UNK_004,question/solution hash check; representative images viewed,fixed_by_hash_duplicate_check,解析图片与题图文件内容完全重复,重复解析图移入隔离目录；详情页移除重复解析图引用；保留解析文字,后续抽查解析文字是否对应当前题
2026-07-01,OS_UNK_009,question/solution hash check; representative images viewed,fixed_by_hash_duplicate_check,解析图片与题图文件内容完全重复,重复解析图移入隔离目录；详情页移除重复解析图引用；保留解析文字,后续抽查解析文字是否对应当前题
2026-07-01,OS_UNK_012,question/solution hash check; representative images viewed,fixed_by_hash_duplicate_check,解析图片与题图文件内容完全重复,重复解析图移入隔离目录；详情页移除重复解析图引用；保留解析文字,后续抽查解析文字是否对应当前题
2026-07-01,OS_UNK_035,question/solution hash check; representative images viewed,fixed_by_hash_duplicate_check,解析图片与题图文件内容完全重复,重复解析图移入隔离目录；详情页移除重复解析图引用；保留解析文字,后续抽查解析文字是否对应当前题
2026-07-01,OS_UNK_043,question/solution hash check; representative images viewed,fixed_by_hash_duplicate_check,解析图片与题图文件内容完全重复,重复解析图移入隔离目录；详情页移除重复解析图引用；保留解析文字,后续抽查解析文字是否对应当前题
2026-07-01,OS_UNK_046,question/solution hash check; representative images viewed,fixed_by_hash_duplicate_check,解析图片与题图文件内容完全重复,重复解析图移入隔离目录；详情页移除重复解析图引用；保留解析文字,后续抽查解析文字是否对应当前题
2026-07-01,OS_UNK_047,question/solution hash check; representative images viewed,fixed_by_hash_duplicate_check,解析图片与题图文件内容完全重复,重复解析图移入隔离目录；详情页移除重复解析图引用；保留解析文字,后续抽查解析文字是否对应当前题
2026-07-01,CN_2016_001,question-01.png; solution-01..03 contact sheet,fixed,solution-02/03 为编码方法课件图，不是当前香农公式题的直接解析,移入隔离目录，仅保留直接解析图 solution-01.png,后续复核解析文字
2026-07-01,CN_UNK_049,question-01.png; solution-01..02 contact sheet,fixed,解析图为 802.1Q/802.11 图，不是当前以太网 MAC 服务题的直接解析,移入隔离目录，解析区保留解析文字,后续补正确解析图时再登记
2026-07-01,CO_2024_001,question-01.png; solution-01..04 contact sheet,fixed,解析图为其他 I/O/DMA 大题或手写过程，不是当前 DMA 控制通路选择题的直接解析,移入隔离目录，解析区保留解析文字,后续补正确解析图时再登记
2026-07-01,CO_2024_002,question-01.png; solution-01..02 contact sheet,fixed,解析图为其他 I/O 大题，不是当前中断 I/O 概念题的直接解析,移入隔离目录，解析区保留解析文字,后续补正确解析图时再登记
2026-07-01,CO_UNK_001,question-01.png; solution-01..03.png,quarantined_wrong_binding,原题图和解析图围绕 Cache 容量/地址位数计算，与当前正式节点 Cache 失效时的数据传送粒度不一致,原卡和原图移入 wrong_question_binding_2026-07-01 隔离区，当前详情页改为题图与解析待补,从 MarginNote 或历史来源补回正确题图与解析
2026-07-01,DS_2009_001,question-01..02; solution-01..03 contact sheet,partial_fixed,solution-03 为哈夫曼编码图，和完全二叉树结点数题不对应,移除明显串图；保留完全二叉树相关图,后续复核保留图是否仍属于直接解析
2026-07-01,DS_2009_001,question-01.png; question-02.png; solution-01.png; solution-02.png,fixed_question_hint_and_mismatched_solution,question-02 为完全二叉树概念图不应默认显示在题目区；solution-01/02 为二叉堆示意不是当前题直接解析,将 question-02 移为 solution-01；二叉堆串图移入 mismatched_or_supplemental_solution 隔离目录,后续只需核对解析文字是否继续可读
2026-07-01,DS_2017_003,question-01.png; solution-01..02 contact sheet,fixed,解析图为主存/Cache 映射图，不是 B+ 树应用题解析,移入隔离目录，解析区保留解析文字,后续补正确解析图时再登记
2026-07-01,DS_2022_002,question-01.png; solution-01..04 contact sheet,fixed,solution-02/03/04 为其他排序/外部排序内容，不是当前直接插入排序对比题的直接解析,移除串入图，仅保留直接解析图 solution-01.png,后续复核解析文字
2026-07-01,CO_UNK_055,question-01.png; solution-01..03 contact sheet,pass,流水线结构图与当前流水线技术题同专题，未见明显串题,未修改,后续逐图放大复核文字细节
2026-07-01,CO_UNK_055,question-01.png; solution-01..03.png,fixed_duplicate_solution_images,三张解析图均为五段式流水线图，前两张无标注且信息重复，第三张带转发路径标注更贴近当前 RAW/流水线相关题,前两张无标注图移入 mismatched_or_supplemental_solution 隔离目录；带标注图重排为 solution-01.png,后续只需核对解析文字是否继续可读
2026-07-01,DS_2014_002,small-question contact sheet; original image where needed,pass_small_question_image,题图尺寸较小或较薄，但直接查看后题目主体可读,未修改题图,若复做时仍觉得题图不完整，再从 MarginNote 原卡补原图
2026-07-01,OS_2009_002,small-question contact sheet; original image where needed,pass_small_question_image,题图尺寸较小或较薄，但直接查看后题目主体可读,未修改题图,若复做时仍觉得题图不完整，再从 MarginNote 原卡补原图
2026-07-01,OS_UNK_002,small-question contact sheet; original image where needed,pass_small_question_image,题图尺寸较小或较薄，但直接查看后题目主体可读,未修改题图,若复做时仍觉得题图不完整，再从 MarginNote 原卡补原图
2026-07-01,OS_UNK_016,small-question contact sheet; original image where needed,pass_small_question_image,题图尺寸较小或较薄，但直接查看后题目主体可读,未修改题图,若复做时仍觉得题图不完整，再从 MarginNote 原卡补原图
2026-07-01,OS_UNK_017,small-question contact sheet; original image where needed,pass_small_question_image,题图尺寸较小或较薄，但直接查看后题目主体可读,未修改题图,若复做时仍觉得题图不完整，再从 MarginNote 原卡补原图
2026-07-01,OS_UNK_018,small-question contact sheet; original image where needed,pass_small_question_image,题图尺寸较小或较薄，但直接查看后题目主体可读,未修改题图,若复做时仍觉得题图不完整，再从 MarginNote 原卡补原图
2026-07-01,OS_UNK_020,small-question contact sheet; original image where needed,duplicate_candidate,题图主体可读，但与另一节点题图完全重复，需进入重复映射复核,未修改题图,核查 duplicate-question-image-candidates.csv 后再决定是否合并/排除
2026-07-01,OS_UNK_025,small-question contact sheet; original image where needed,pass_small_question_image,题图尺寸较小或较薄，但直接查看后题目主体可读,未修改题图,若复做时仍觉得题图不完整，再从 MarginNote 原卡补原图
2026-07-01,OS_UNK_026,small-question contact sheet; original image where needed,duplicate_candidate,题图主体可读，但与另一节点题图完全重复，需进入重复映射复核,未修改题图,核查 duplicate-question-image-candidates.csv 后再决定是否合并/排除
2026-07-01,OS_UNK_027,small-question contact sheet; original image where needed,pass_small_question_image,题图尺寸较小或较薄，但直接查看后题目主体可读,未修改题图,若复做时仍觉得题图不完整，再从 MarginNote 原卡补原图
2026-07-01,OS_UNK_028,small-question contact sheet; original image where needed,pass_small_question_image,题图尺寸较小或较薄，但直接查看后题目主体可读,未修改题图,若复做时仍觉得题图不完整，再从 MarginNote 原卡补原图
2026-07-01,OS_UNK_029,small-question contact sheet; original image where needed,pass_small_question_image,题图尺寸较小或较薄，但直接查看后题目主体可读,未修改题图,若复做时仍觉得题图不完整，再从 MarginNote 原卡补原图
2026-07-01,OS_UNK_030,small-question contact sheet; original image where needed,pass_small_question_image,题图尺寸较小或较薄，但直接查看后题目主体可读,未修改题图,若复做时仍觉得题图不完整，再从 MarginNote 原卡补原图
2026-07-01,OS_UNK_031,small-question contact sheet; original image where needed,pass_small_question_image,题图尺寸较小或较薄，但直接查看后题目主体可读,未修改题图,若复做时仍觉得题图不完整，再从 MarginNote 原卡补原图
2026-07-01,DS_2015_001,question-01.png; question-02.png,fixed_answer_image_in_question,第二张题图实际是解析/公式说明图，放在题目区会提前暴露做法,将 question-02.png 移为 solution-01.png，并更新详情页引用,后续复核解析文字是否还含答案暴露位置，但详情库允许解析折叠显示
2026-07-01,DUP_GROUP_01,duplicate-question-groups-2026-07-01/dup-group-01.png,duplicate_question_image_candidate,不同节点存在完全相同题图，可能是历史/正式重复映射或详情入口错绑,生成 duplicate-question-image-candidates.csv；本轮不删除正式节点,后续按 group_id 核查节点总表、来源 ID 和安全卡后再决定处理
2026-07-01,DUP_GROUP_02,duplicate-question-groups-2026-07-01/dup-group-02.png,duplicate_question_image_candidate,不同节点存在完全相同题图，可能是历史/正式重复映射或详情入口错绑,生成 duplicate-question-image-candidates.csv；本轮不删除正式节点,后续按 group_id 核查节点总表、来源 ID 和安全卡后再决定处理
2026-07-01,DUP_GROUP_03,duplicate-question-groups-2026-07-01/dup-group-03.png,duplicate_question_image_candidate,不同节点存在完全相同题图，可能是历史/正式重复映射或详情入口错绑,生成 duplicate-question-image-candidates.csv；本轮不删除正式节点,后续按 group_id 核查节点总表、来源 ID 和安全卡后再决定处理
2026-07-01,DUP_GROUP_04,duplicate-question-groups-2026-07-01/dup-group-04.png,duplicate_question_image_candidate,不同节点存在完全相同题图，可能是历史/正式重复映射或详情入口错绑,生成 duplicate-question-image-candidates.csv；本轮不删除正式节点,后续按 group_id 核查节点总表、来源 ID 和安全卡后再决定处理
2026-07-01,DUP_GROUP_05,duplicate-question-groups-2026-07-01/dup-group-05.png,duplicate_question_image_candidate,不同节点存在完全相同题图，可能是历史/正式重复映射或详情入口错绑,生成 duplicate-question-image-candidates.csv；本轮不删除正式节点,后续按 group_id 核查节点总表、来源 ID 和安全卡后再决定处理
2026-07-01,DUP_GROUP_06,duplicate-question-groups-2026-07-01/dup-group-06.png,duplicate_question_image_candidate,不同节点存在完全相同题图，可能是历史/正式重复映射或详情入口错绑,生成 duplicate-question-image-candidates.csv；本轮不删除正式节点,后续按 group_id 核查节点总表、来源 ID 和安全卡后再决定处理
2026-07-01,DUP_GROUP_07,duplicate-question-groups-2026-07-01/dup-group-07.png,duplicate_question_image_candidate,不同节点存在完全相同题图，可能是历史/正式重复映射或详情入口错绑,生成 duplicate-question-image-candidates.csv；本轮不删除正式节点,后续按 group_id 核查节点总表、来源 ID 和安全卡后再决定处理
2026-07-01,DUP_GROUP_08,duplicate-question-groups-2026-07-01/dup-group-08.png,duplicate_question_image_candidate,不同节点存在完全相同题图，可能是历史/正式重复映射或详情入口错绑,生成 duplicate-question-image-candidates.csv；本轮不删除正式节点,后续按 group_id 核查节点总表、来源 ID 和安全卡后再决定处理
2026-07-01,DUP_GROUP_09,duplicate-question-groups-2026-07-01/dup-group-09.png,duplicate_question_image_candidate,不同节点存在完全相同题图，可能是历史/正式重复映射或详情入口错绑,生成 duplicate-question-image-candidates.csv；本轮不删除正式节点,后续按 group_id 核查节点总表、来源 ID 和安全卡后再决定处理
2026-07-01,CN_2009_002,question-01.png,quarantined_wrong_binding,题图与 CN_UNK_031 完全相同，且与当前节点元信息不一致,原卡和原图移入 wrong_question_binding_2026-07-01 隔离区，当前详情页改为题图与解析待补,从 MarginNote 或历史来源补回正确题图与解析
2026-07-01,CO_UNK_003,question-01.png; solution-01.png,quarantined_wrong_binding,题图与 CO_2010_002 完全相同，且与当前节点元信息不一致,原卡和原图移入 wrong_question_binding_2026-07-01 隔离区，当前详情页改为题图与解析待补,从 MarginNote 或历史来源补回正确题图与解析
2026-07-01,OS_2020_002,question-01.png; solution-01.png,quarantined_wrong_binding,题图与 CO_2015_002 完全相同，且与当前节点元信息不一致,原卡和原图移入 wrong_question_binding_2026-07-01 隔离区，当前详情页改为题图与解析待补,从 MarginNote 或历史来源补回正确题图与解析
2026-07-01,OS_UNK_095,question-01.png,quarantined_wrong_binding,题图与 CO_2016_001 完全相同，且与当前节点元信息不一致,原卡和原图移入 wrong_question_binding_2026-07-01 隔离区，当前详情页改为题图与解析待补,从 MarginNote 或历史来源补回正确题图与解析
2026-07-01,CO_UNK_004,question-01.png; solution-01.png,quarantined_wrong_binding,题图与 CO_UNK_001 完全相同，且与当前节点元信息不一致,原卡和原图移入 wrong_question_binding_2026-07-01 隔离区，当前详情页改为题图与解析待补,从 MarginNote 或历史来源补回正确题图与解析
2026-07-01,CO_UNK_005,question-01.png; solution-01.png,quarantined_wrong_binding,题图与 CO_UNK_001 完全相同，且与当前节点元信息不一致,原卡和原图移入 wrong_question_binding_2026-07-01 隔离区，当前详情页改为题图与解析待补,从 MarginNote 或历史来源补回正确题图与解析
2026-07-01,CO_UNK_020,question-01.png,quarantined_wrong_binding,题图与 CO_UNK_017 完全相同，且与当前节点元信息不一致,原卡和原图移入 wrong_question_binding_2026-07-01 隔离区，当前详情页改为题图与解析待补,从 MarginNote 或历史来源补回正确题图与解析
2026-07-01,CO_UNK_019,question-01.png; solution-01.png,quarantined_wrong_binding,题图与 CO_UNK_018 完全相同，且与当前节点元信息不一致,原卡和原图移入 wrong_question_binding_2026-07-01 隔离区，当前详情页改为题图与解析待补,从 MarginNote 或历史来源补回正确题图与解析
2026-07-01,OS_UNK_020,question-01.png,quarantined_wrong_binding,题图与 OS_UNK_026 完全相同，且与当前节点元信息不一致,原卡和原图移入 wrong_question_binding_2026-07-01 隔离区，当前详情页改为题图与解析待补,从 MarginNote 或历史来源补回正确题图与解析
2026-07-01,DUP_GROUP_08,duplicate-question-groups-2026-07-01/dup-group-08.png,pending_formal_review,两节点均属于死锁相关范围，仅靠题图无法判断哪一个是错绑,暂不改图也不合并正式节点,结合历史定位和安全卡进一步确认
2026-07-01,CN_2009_001,question-01.png; solution-01.png,pass,题图与解析图主题一致：OSI 参考模型端到端服务层次,未修改,继续后续抽检
2026-07-01,CN_2015_001,question-01.png; solution-01.png,pass,题图与解析图主题一致：线路编码波形识别,未修改,继续后续抽检
2026-07-01,CN_2020_001,question-01.png; solution-01.png,pass,题图与解析图主题一致：协议三要素与时序图,未修改,继续后续抽检
2026-07-01,CN_2024_001,question-01.png; solution-01.png,pass,题图与解析图主题一致：多段链路吞吐量,未修改,继续后续抽检
2026-07-01,CN_UNK_048,question-01.png; solution-01.png,needs_solution_image,题图为 MAC 确认机制；原解析图为以太网 MAC 帧结构，主题不一致,solution-01.png 移入 mismatched_or_supplemental_solution/CN_UNK_048；详情卡移除图片引用并标记解析图待补,后续从 MarginNote 或手动截图补正确解析图
2026-07-01,CO_2010_002,question-01.png; solution-01.png,wrong_binding_quarantined,正式节点记录为 2010 年来源；原详情题图显示为 2011 年题，年份/题源不一致,原详情卡和图片移入 wrong_question_binding_2026-07-01；当前详情卡改为题图与解析待补,后续从 MarginNote 或手动截图补 CO_2010_002 正确题图与解析
2026-07-01,CO_2012_003,question-01.png; solution-01.png,pass,题图与解析图主题一致：中断处理与子程序调用现场保护,未修改,继续后续抽检
2026-07-01,CO_2012_005,question-01.png; solution-01.png,pass,题图与解析图主题一致：小端存储、边界对齐与结构体地址,未修改,继续后续抽检
2026-07-01,CO_2013_002,question-01.png; solution-01.png,wrong_binding_quarantined,正式节点为 ISA/指令系统判断；原详情题图和解析为数据结构树/WPL，科目和主题不一致,原详情卡和图片移入 wrong_question_binding_2026-07-01；当前详情卡改为题图与解析待补,后续从 MarginNote 或历史定位补 CO_2013_002 正确题图与解析
2026-07-01,CO_2013_004,question-01.png; solution-01.png,pass,题图与解析图主题一致：开机后操作系统加载位置,未修改,继续后续抽检
2026-07-01,CO_2014_001,question-01.png; solution-01.png,pass,题图与解析图主题一致：DRAM 芯片地址/数据引脚计算,未修改,继续后续抽检
2026-07-01,CO_2015_002,question-01.png; solution-01.png,pass,题图与解析图主题一致：外部中断现场保护,未修改,继续后续抽检
2026-07-01,CO_2015_005,question-01.png; solution-01.png,pass,题图与解析图主题一致：四体交叉编址访问冲突,未修改,继续后续抽检
2026-07-01,CO_2016_002,question-01.png; solution-01.png,needs_solution_image,题图为 I/O 硬件机制识别；原解析图为数据结构败者树，主题不一致,solution-01.png 移入 mismatched_or_supplemental_solution/CO_2016_002；详情卡移除图片引用并保留解析文字,后续从 MarginNote 或手动截图补正确解析图
2026-07-01,CO_2018_002,question-01.png; solution-01.png,needs_solution_image,题图为减法 CF/OF 标志位判断；原解析图为无符号乘法电路，主题不一致,solution-01.png 移入 mismatched_or_supplemental_solution/CO_2018_002；详情卡移除图片引用并保留解析文字,后续从 MarginNote 或手动截图补正确解析图
2026-07-01,CO_2018_004,question-01.png; solution-01.png,needs_solution_image,题图为机器码/小端/补码；原解析图为边界对齐示意，主题不一致,solution-01.png 移入 mismatched_or_supplemental_solution/CO_2018_004；详情卡移除图片引用并保留解析文字,后续从 MarginNote 或手动截图补正确解析图
2026-07-01,CO_2018_005,question-01.png; solution-01.png,pass,题图与解析图主题一致：DRAM 行列组织与刷新开销,未修改,继续后续抽检
2026-07-01,CO_2019_001,question-01.png; solution-01.png,needs_solution_image,题图为 DMA 控制器寄存器；原解析图和混入段落为外排序败者树，主题不一致,solution-01.png 移入 mismatched_or_supplemental_solution/CO_2019_001；详情卡移除图片引用并删除混入败者树段落,后续从 MarginNote 或手动截图补正确解析图
2026-07-01,CO_2021_001,question-01.png; solution-01.png,pass,题图与解析图主题一致：机器字长与部件宽度,未修改,继续后续抽检
2026-07-01,CO_2022_003,question-01.png; solution-01.png,wrong_binding_quarantined,题图与解析图彼此匹配，但显示为 2023 年题；正式节点记录为 2022 年来源，年份/题源不一致,原详情卡和图片移入 wrong_question_binding_2026-07-01；当前详情卡改为题图与解析待补,后续从 MarginNote 或手动截图补 CO_2022_003 正确题图与解析
2026-07-01,CO_UNK_002,question-01.png; solution-01.png,pass,题图与解析图主题一致：Flash 存储器性质辨析,未修改,继续后续抽检
2026-07-01,CO_UNK_018,question-01.png; solution-01.png,pass,题图与解析图主题一致：变址寻址与数组访问,未修改,继续后续抽检
2026-07-01,CO_UNK_061,question-01.png; solution-01.png,needs_solution_image,题图为异步传输场景辨析；原解析图为 I/O 总览补充图，不是直接解析图,solution-01.png 移入 mismatched_or_supplemental_solution/CO_UNK_061；详情卡移除图片引用并保留解析文字,后续从 MarginNote 或手动截图补正确解析图
2026-07-01,CO_UNK_065,question-01.png; solution-01.png,needs_solution_image,题图为 DMA 周期挪用；原解析图为另一道 DMA 判断题，主题不一致,solution-01.png 移入 mismatched_or_supplemental_solution/CO_UNK_065；详情卡移除图片引用并删除混入题段,后续从 MarginNote 或手动截图补正确解析图
2026-07-01,CO_UNK_068,question-01.png; solution-01.png,needs_solution_image,题图为 Cache 编址关系；原解析图为流水线图且重复引用，主题不一致,solution-01.png 移入 mismatched_or_supplemental_solution/CO_UNK_068；详情卡移除重复图片引用并删除混入性能/流水线段落,后续从 MarginNote 或手动截图补正确解析图
2026-07-01,DS_2009_002,question-01.png; solution-01.png,pass,题图与解析图主题一致：小根堆插入后调整,未修改,继续后续抽检
2026-07-01,DS_2009_003,question-01.png; solution-01.png,pass,题图与解析图主题一致：第二趟排序结果反推排序算法,未修改,继续后续抽检
2026-07-01,DS_2011_003,question-01.png; solution-01.png,pass,题图与解析图主题一致：树与对应二叉树结点计数关系,未修改,继续后续抽检
2026-07-01,DS_2012_005,question-01.png; solution-01.png,pass,题图与解析图主题一致：3 阶 B 树删除关键字后的最右叶结点,未修改,继续后续抽检
2026-07-01,DS_2013_002,question-01.png; solution-01.png,pass,题图与解析图主题一致：高度为 2 的 5 阶 B 树最少关键字数,未修改,继续后续抽检
2026-07-01,DS_2020_003,question-01.png; solution-01.png,pass,题图与解析图主题一致：4 阶 B 树插入与分裂过程,未修改,继续后续抽检
2026-07-01,DS_2021_001,question-01.png; solution-01.png,pass,题图与解析图主题一致：AVL 插入后树形调整,未修改,继续后续抽检
2026-07-01,DS_2021_002,question-01.png; solution-01.png,pass,题图与解析图主题一致：3 阶 B 树结点数上界示意,未修改,继续后续抽检
2026-07-01,DS_2022_001,question-01.png; solution-01.png,pass,题图与解析图主题一致：5 阶 B 树删除后的根关键字调整,未修改,继续后续抽检
2026-07-01,DS_2023_002,question-01.png; solution-01.png,needs_solution_image,题图为顺序有序表操作复杂度；原解析图为顺序表串讲海报，不是本题直接解析图,solution-01.png 移入 mismatched_or_supplemental_solution/DS_2023_002；详情卡移除图片引用并保留解析文字,后续从 MarginNote 或手动截图补正确解析图
2026-07-01,DS_2023_004,question-01.png; solution-01.png,needs_solution_image,题图为非空 B 树性质辨析；原解析图为 B+ 树结构示意图，不是本题直接解析图,solution-01.png 移入 mismatched_or_supplemental_solution/DS_2023_004；详情卡移除图片引用并保留解析文字,后续从 MarginNote 或手动截图补正确解析图
